Número do Laudo,UNIDADE,TIPO DE AMOSTRA,TIPO DE COLETA,PONTO DE AMOSTRAGEM,MANANCIAL,LOCALIDADE,COD. PONTO,ENDERECO,SETOR,INTERESSADO,PARAMETRO,Metodologia,FRASCO,LIMITE INFERIOR,VALOR RESULTADO,VALOR LITERAL,LIMITE SUPERIOR,DATA DE COLETA,DATA DE ENTRADA,FORA DO PADRAO,,
N?  2227051-A/2227051/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,LAGOINHA,35801,Estação de Tratamento de Água,UNBCL-LAGOINHA,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",319,0,"0,17","0,17",5,19/09/2019,19/09/2019,0,,
N?  2229615-A/2229615/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,LAGOINHA,35801,Estação de Tratamento de Água,UNBCL-LAGOINHA,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",320,0,"0,19","0,19",5,26/09/2019,26/09/2019,0,,
N?  2229617-A/2229617/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,LAGOINHA,35801,Estação de Tratamento de Água,UNBCL-LAGOINHA,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",321,0,"0,28","0,28",5,27/09/2019,27/09/2019,0,,
N?  2222089-A/2222089/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude São Pedro do Timbaúba,MIRAÍMA,35803,Estação de Tratamento de Água,UNBCL-MIRAIMA,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",322,0,"0,46","0,46",5,02/09/2019,02/09/2019,0,,
N?  2222090-A/2222090/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude São Pedro do Timbaúba,MIRAÍMA,35803,Estação de Tratamento de Água,UNBCL-MIRAIMA,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",323,0,"0,42","0,42",5,04/09/2019,04/09/2019,0,,
N?  2224373-A/2224373/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude São Pedro do Timbaúba,MIRAÍMA,35803,Estação de Tratamento de Água,UNBCL-MIRAIMA,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",324,0,"0,59","0,59",5,09/09/2019,09/09/2019,0,,
N?  2225417-A/2225417/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude São Pedro do Timbaúba,MIRAÍMA,35803,Estação de Tratamento de Água,UNBCL-MIRAIMA,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",325,0,"0,82","0,82",5,11/09/2019,11/09/2019,0,,
N?  2226627-A/2226627/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude São Pedro do Timbaúba,MIRAÍMA,35803,Estação de Tratamento de Água,UNBCL-MIRAIMA,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",326,0,"1,07","1,07",5,16/09/2019,16/09/2019,0,,
N?  2226629-A/2226629/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude São Pedro do Timbaúba,MIRAÍMA,35803,Estação de Tratamento de Água,UNBCL-MIRAIMA,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",327,0,"0,78","0,78",5,18/09/2019,18/09/2019,0,,
N?  2228658-A/2228658/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude São Pedro do Timbaúba,MIRAÍMA,35803,Estação de Tratamento de Água,UNBCL-MIRAIMA,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",328,0,"0,28","0,28",5,23/09/2019,23/09/2019,0,,
N?  2228660-A/2228660/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude São Pedro do Timbaúba,MIRAÍMA,35803,Estação de Tratamento de Água,UNBCL-MIRAIMA,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",329,0,"0,45","0,45",5,25/09/2019,25/09/2019,0,,
N?  2229953-A/2229953/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude São Pedro do Timbaúba,MIRAÍMA,35803,Estação de Tratamento de Água,UNBCL-MIRAIMA,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",330,0,"0,55","0,55",5,30/09/2019,30/09/2019,0,,
N?  2222173-A/2222173/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,MUNDAÚ,304582,Estação de Tratamento de Água,UNBCL-MUNDAÚ,UNBCL,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",331,0,"7,65","7,65",5,03/09/2019,03/09/2019,1,,
N?  2222565-A/2222565/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,MUNDAÚ,304582,Estação de Tratamento de Água,UNBCL-MUNDAÚ,UNBCL,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",332,0,"9,81","9,81",5,04/09/2019,04/09/2019,1,,
N?  2225595-A/2225595/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,MUNDAÚ,304582,Estação de Tratamento de Água,UNBCL-MUNDAÚ,UNBCL,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",333,0,"11,45","11,45",5,09/09/2019,10/09/2019,1,,
N?  2225599-A/2225599/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,MUNDAÚ,304582,Estação de Tratamento de Água,UNBCL-MUNDAÚ,UNBCL,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",334,0,"10,35","10,35",5,11/09/2019,12/09/2019,1,,
N?  2227064-A/2227064/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,MUNDAÚ,304582,Estação de Tratamento de Água,UNBCL-MUNDAÚ,UNBCL,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",335,0,"13,75","13,75",5,16/09/2019,17/09/2019,1,,
N?  2227067-A/2227067/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,MUNDAÚ,304582,Estação de Tratamento de Água,UNBCL-MUNDAÚ,UNBCL,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",336,0,"8,3","8,3",5,18/09/2019,19/09/2019,1,,
N?  2229634-A/2229634/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,MUNDAÚ,304582,Estação de Tratamento de Água,UNBCL-MUNDAÚ,UNBCL,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",337,0,"7,84","7,84",5,26/09/2019,26/09/2019,1,,
N?  2229636-A/2229636/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,MUNDAÚ,304582,Estação de Tratamento de Água,UNBCL-MUNDAÚ,UNBCL,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",338,0,"11,15","11,15",5,27/09/2019,27/09/2019,1,,
N?  2222179-A/2222179/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa Grande,PARACURU,35805,Estação de Tratamento de Água,UNBCL-PARACURU,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",339,0,"0,92","0,92",5,03/09/2019,03/09/2019,0,,
N?  2222571-A/2222571/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa Grande,PARACURU,35805,Estação de Tratamento de Água,UNBCL-PARACURU,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",340,0,"1,02","1,02",5,05/09/2019,05/09/2019,0,,
N?  2225622-A/2225622/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa Grande,PARACURU,35805,Estação de Tratamento de Água,UNBCL-PARACURU,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",341,0,"0,65","0,65",5,10/09/2019,10/09/2019,0,,
N?  2225631-A/2225631/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa Grande,PARACURU,35805,Estação de Tratamento de Água,UNBCL-PARACURU,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",342,0,"0,63","0,63",5,12/09/2019,12/09/2019,0,,
N?  2227334-A/2227334/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Torneira de entrada,Lagoa Grande,PARACURU,35805,Estação de Tratamento de Água,UNBCL-PARACURU,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",343,0,"0,7","0,7",5,17/09/2019,17/09/2019,0,,
N?  2229640-A/2229640/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa Grande,PARACURU,35805,Estação de Tratamento de Água,UNBCL-PARACURU,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",344,0,"0,52","0,52",5,26/09/2019,26/09/2019,0,,
N?  2222203-A/2222203/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa de Paraipaba,PARAIPABA,35808,Estação de Tratamento de Água,UNBCL-PARAIPABA,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",347,0,"0,7","0,7",5,03/09/2019,03/09/2019,0,,
N?  2222573-A/2222573/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa de Paraipaba,PARAIPABA,35808,Estação de Tratamento de Água,UNBCL-PARAIPABA,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",348,0,"0,47","0,47",5,05/09/2019,05/09/2019,0,,
N?  2225651-A/2225651/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa de Paraipaba,PARAIPABA,35808,Estação de Tratamento de Água,UNBCL-PARAIPABA,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",349,0,"0,52","0,52",5,10/09/2019,10/09/2019,0,,
N?  2225653-A/2225653/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa de Paraipaba,PARAIPABA,35808,Estação de Tratamento de Água,UNBCL-PARAIPABA,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",350,0,"0,73","0,73",5,12/09/2019,12/09/2019,0,,
N?  2227092-A/2227092/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa de Paraipaba,PARAIPABA,35808,Estação de Tratamento de Água,UNBCL-PARAIPABA,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",351,0,"0,43","0,43",5,17/09/2019,17/09/2019,0,,
N?  2227095-A/2227095/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa de Paraipaba,PARAIPABA,35808,Estação de Tratamento de Água,UNBCL-PARAIPABA,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",352,0,"0,37","0,37",5,19/09/2019,19/09/2019,0,,
N?  2229646-A/2229646/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa de Paraipaba,PARAIPABA,35808,Estação de Tratamento de Água,UNBCL-PARAIPABA,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",353,0,"0,41","0,41",5,26/09/2019,26/09/2019,0,,
N?  2229647-A/2229647/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa de Paraipaba,PARAIPABA,35808,Estação de Tratamento de Água,UNBCL-PARAIPABA,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",354,0,"0,81","0,81",5,27/09/2019,27/09/2019,0,,
N?  2222208-A/2222208/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa do Pecém,PECÉM,34925,Estação de Tratamento de Água,UNBCL-PECEM,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",355,0,"6,21","6,21",5,03/09/2019,03/09/2019,1,,
N?  2222585-A/2222585/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa do Pecém,PECÉM,34925,Estação de Tratamento de Água,UNBCL-PECEM,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",356,0,"5,52","5,52",5,05/09/2019,05/09/2019,1,,
N?  2225661-A/2225661/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa do Pecém,PECÉM,34925,Estação de Tratamento de Água,UNBCL-PECEM,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",357,0,"6,55","6,55",5,10/09/2019,10/09/2019,1,,
N?  2227104-A/2227104/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa do Pecém,PECÉM,34925,Estação de Tratamento de Água,UNBCL-PECEM,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",359,0,"5,02","5,02",5,17/09/2019,17/09/2019,1,,
N?  2227106-A/2227106/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa do Pecém,PECÉM,34925,Estação de Tratamento de Água,UNBCL-PECEM,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",360,0,"6,88","6,88",5,19/09/2019,19/09/2019,1,,
N?  2229656-A/2229656/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa do Pecém,PECÉM,34925,Estação de Tratamento de Água,UNBCL-PECEM,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",361,0,"4,53","4,53",5,26/09/2019,26/09/2019,0,,
N?  2229657-A/2229657/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa do Pecém,PECÉM,34925,Estação de Tratamento de Água,UNBCL-PECEM,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",362,0,"6,59","6,59",5,27/09/2019,27/09/2019,1,,
N?  2222097-A/2222097/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Pereira de Miranda,PENTECOSTE,35810,Estação de Tratamento de Água,UNBCL-PENTECOSTE,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",363,0,"2,62","2,62",5,02/09/2019,02/09/2019,0,,
N?  2222448-A/2222448/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Pereira de Miranda,PENTECOSTE,35810,Estação de Tratamento de Água,UNBCL-PENTECOSTE,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",364,0,"7,71","7,71",5,04/09/2019,04/09/2019,1,,
N?  2224384-A/2224384/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Pereira de Miranda,PENTECOSTE,35810,Estação de Tratamento de Água,UNBCL-PENTECOSTE,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",365,0,"4,18","4,18",5,09/09/2019,09/09/2019,0,,
N?  2225422-A/2225422/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Pereira de Miranda,PENTECOSTE,35810,Estação de Tratamento de Água,UNBCL-PENTECOSTE,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",366,0,"3,56","3,56",5,11/09/2019,11/09/2019,0,,
N?  2226637-A/2226637/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Pereira de Miranda,PENTECOSTE,35810,Estação de Tratamento de Água,UNBCL-PENTECOSTE,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",367,0,"5,84","5,84",5,16/09/2019,16/09/2019,1,,
N?  2226638-A/2226638/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Pereira de Miranda,PENTECOSTE,35810,Estação de Tratamento de Água,UNBCL-PENTECOSTE,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",368,0,"1,98","1,98",5,18/09/2019,18/09/2019,0,,
N?  2228679-A/2228679/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Pereira de Miranda,PENTECOSTE,35810,Estação de Tratamento de Água,UNBCL-PENTECOSTE,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",369,0,"8,49","8,49",5,23/09/2019,23/09/2019,1,,
N?  2228682-A/2228682/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Pereira de Miranda,PENTECOSTE,35810,Estação de Tratamento de Água,UNBCL-PENTECOSTE,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",370,0,"8,39","8,39",5,25/09/2019,25/09/2019,1,,
N?  2229957-A/2229957/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Pereira de Miranda,PENTECOSTE,35810,Estação de Tratamento de Água,UNBCL-PENTECOSTE,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",371,0,"4,42","4,42",5,30/09/2019,30/09/2019,0,,
N?  2222218-A/2222218/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,POÇO DOCE,58601,Estação de Tratamento de Água,UNBCL-POÇO DOCE,UN-BCL,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",372,0,"0,13","0,13",5,03/09/2019,03/09/2019,0,,
N?  2222601-A/2222601/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,POÇO DOCE,58601,Estação de Tratamento de Água,UNBCL-POÇO DOCE,UN-BCL,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",373,0,"0,13","0,13",5,05/09/2019,05/09/2019,0,,
N?  2225679-A/2225679/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,POÇO DOCE,58601,Estação de Tratamento de Água,UNBCL-POÇO DOCE,UN-BCL,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",374,0,"0,39","0,39",5,10/09/2019,10/09/2019,0,,
N?  2225681-A/2225681/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,POÇO DOCE,58601,Estação de Tratamento de Água,UNBCL-POÇO DOCE,UN-BCL,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",375,0,"0,22","0,22",5,12/09/2019,12/09/2019,0,,
N?  2227115-A/2227115/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,POÇO DOCE,58601,Estação de Tratamento de Água,UNBCL-POÇO DOCE,UN-BCL,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",376,0,"0,14","0,14",5,17/09/2019,17/09/2019,0,,
N?  2227118-A/2227118/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,POÇO DOCE,58601,Estação de Tratamento de Água,UNBCL-POÇO DOCE,UN-BCL,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",377,0,"0,25","0,25",5,19/09/2019,19/09/2019,0,,
N?  2229667-A/2229667/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,POÇO DOCE,58601,Estação de Tratamento de Água,UNBCL-POÇO DOCE,UN-BCL,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",378,0,"0,31","0,31",5,26/09/2019,26/09/2019,0,,
N?  2229669-A/2229669/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Poços Tubulares,POÇO DOCE,58601,Estação de Tratamento de Água,UNBCL-POÇO DOCE,UN-BCL,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",379,0,"0,31","0,31",5,27/09/2019,27/09/2019,0,,
N?  2222229-A/2222229/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa do Cauípe,PRIMAVERA,319551,Estação de Tratamento de Água,UNBCL-PRIMAVERA,UNBCL,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",380,0,"9,28","9,28",5,03/09/2019,03/09/2019,1,,
N?  2222609-A/2222609/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa do Cauípe,PRIMAVERA,319551,Estação de Tratamento de Água,UNBCL-PRIMAVERA,UNBCL,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",381,0,"8,07","8,07",5,05/09/2019,05/09/2019,1,,
N?  2225687-A/2225687/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa do Cauípe,PRIMAVERA,319551,Estação de Tratamento de Água,UNBCL-PRIMAVERA,UNBCL,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",382,0,"15,15","15,15",5,10/09/2019,10/09/2019,1,,
N?  2225688-A/2225688/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa do Cauípe,PRIMAVERA,319551,Estação de Tratamento de Água,UNBCL-PRIMAVERA,UNBCL,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",383,0,"9,32","9,32",5,12/09/2019,12/09/2019,1,,
N?  2227140-A/2227140/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa do Cauípe,PRIMAVERA,319551,Estação de Tratamento de Água,UNBCL-PRIMAVERA,UNBCL,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",384,0,"11,45","11,45",5,17/09/2019,17/09/2019,1,,
N?  2227141-A/2227141/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Lagoa do Cauípe,PRIMAVERA,319551,Estação de Tratamento de Água,UNBCL-PRIMAVERA,UNBCL,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",385,0,"9,19","9,19",5,19/09/2019,19/09/2019,1,,
N?  2222256-A/2222256/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude São Joaquim,SAO JOAQUIM,35747,Estação de Tratamento de Água,UNBCL-SÃO JOAQUIM,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",388,0,"0,38","0,38",5,03/09/2019,03/09/2019,0,,
N?  2222622-A/2222622/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude São Joaquim,SAO JOAQUIM,35747,Estação de Tratamento de Água,UNBCL-SÃO JOAQUIM,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",389,0,"0,43","0,43",5,05/09/2019,05/09/2019,0,,
N?  2225707-A/2225707/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude São Joaquim,SAO JOAQUIM,35747,Estação de Tratamento de Água,UNBCL-SÃO JOAQUIM,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",390,0,"1,15","1,15",5,10/09/2019,10/09/2019,0,,
N?  2225708-A/2225708/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude São Joaquim,SAO JOAQUIM,35747,Estação de Tratamento de Água,UNBCL-SÃO JOAQUIM,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",391,0,"0,48","0,48",5,12/09/2019,12/09/2019,0,,
N?  2227167-A/2227167/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude São Joaquim,SAO JOAQUIM,35747,Estação de Tratamento de Água,UNBCL-SÃO JOAQUIM,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",392,0,"0,7","0,7",5,17/09/2019,17/09/2019,0,,
N?  2227170-A/2227170/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude São Joaquim,SAO JOAQUIM,35747,Estação de Tratamento de Água,UNBCL-SÃO JOAQUIM,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",393,0,"0,62","0,62",5,19/09/2019,19/09/2019,0,,
N?  2229696-A/2229696/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude São Joaquim,SAO JOAQUIM,35747,Estação de Tratamento de Água,UNBCL-SÃO JOAQUIM,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",394,0,"0,24","0,24",5,26/09/2019,26/09/2019,0,,
N?  2229697-A/2229697/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude São Joaquim,SAO JOAQUIM,35747,Estação de Tratamento de Água,UNBCL-SÃO JOAQUIM,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",395,0,"0,57","0,57",5,27/09/2019,27/09/2019,0,,
N?  2222268-A/2222268/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Caxitoré,SAO LUIS DO CURU,35812,Estação de Tratamento de Água,UNBCL-SÃO LUIS DO CURU,UNBCL - SÃO LUIS DO CURU,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",396,0,"1,32","1,32",5,03/09/2019,03/09/2019,0,,
N?  2222626-A/2222626/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Caxitoré,SAO LUIS DO CURU,35812,Estação de Tratamento de Água,UNBCL-SÃO LUIS DO CURU,UNBCL - SÃO LUIS DO CURU,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",397,0,"3,51","3,51",5,05/09/2019,05/09/2019,0,,
N?  2225833-A/2225833/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Caxitoré,SAO LUIS DO CURU,35812,Estação de Tratamento de Água,UNBCL-SÃO LUIS DO CURU,UNBCL - SÃO LUIS DO CURU,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",398,0,"0,35","0,35",5,10/09/2019,10/09/2019,0,,
