Número do Laudo,UNIDADE,TIPO DE AMOSTRA,TIPO DE COLETA,PONTO DE AMOSTRAGEM,MANANCIAL,LOCALIDADE,COD. PONTO,ENDERECO,SETOR,INTERESSADO,PARAMETRO,Metodologia,FRASCO,LIMITE INFERIOR,VALOR RESULTADO,VALOR LITERAL,LIMITE SUPERIOR,DATA DE COLETA,DATA DE ENTRADA,FORA DO PADRAO,
N?  2161396-A/2161396/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,51921,"AV DEP FERNANDO P MELO, 398",UNBSI - IBIAPINA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",59,0,"0,5","0,5",5,04/02/2019,04/02/2019,0,
N?  2151220-A/2151220/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,70821,"R. SDO 11, 1398",UNBSI - IBIAPINA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",60,0,"0,6","0,6",5,07/01/2019,07/01/2019,0,
N?  2155894-A/2155894/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço,GUARACIABA DO NORTE,300923,"Rua Prefeito Meton Silvano, Bairro Santa Luzia",UNBSI - GUARACIABA DO NORTE,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",60,0,"1,2","1,2",5,30/01/2019,30/01/2019,0,
N?  2161398-A/2161398/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,51945,R. PEDRO ARAGAO S/N,UNBSI - IBIAPINA,UN BSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",60,0,"0,4","0,4",5,06/02/2019,06/02/2019,0,
N?  2151223-A/2151223/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,43559,"R. Deputado Fernando Melo, Bairro: centro",UNBSI - IBIAPINA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",61,0,"0,5","0,5",5,07/01/2019,07/01/2019,0,
N?  2150622-A/2150622/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira do laboratório,Açude Jaburu,TIANGUA,43465,ETA Jaburu,UNBSI - TIANGUÁ,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",61,0,"0,5","0,5",5,02/01/2019,02/01/2019,0,
N?  2161406-A/2161406/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,52002,R. ET PARA PARATIBE,UNBSI - IBIAPINA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",61,0,"0,4","0,4",5,06/02/2019,06/02/2019,0,
N?  2161407-A/2161407/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,51963,"R. JOAO GOMES, S/N vs R. LUIS BASILIO",UNBSI - IBIAPINA,UN BSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",62,0,"0,45","0,45",5,06/02/2019,06/02/2019,0,
N?  2150623-A/2150623/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira do laboratório,Açude Jaburu,TIANGUA,43465,ETA Jaburu,UNBSI - TIANGUÁ,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",62,0,"0,4","0,4",5,03/01/2019,03/01/2019,0,
N?  2151224-A/2151224/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,51981,R. JUVENCIO M DA ROCHA,UNBSI - IBIAPINA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",62,0,"0,4","0,4",5,09/01/2019,09/01/2019,0,
N?  2151225-A/2151225/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,66521,"R. SDO 02,SN INS.: 68500106",UNBSI - IBIAPINA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",63,0,"0,45","0,45",5,09/01/2019,09/01/2019,0,
N?  2161408-A/2161408/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,43557,"Estrada para Paratibe, S/N, Bairro: Paratibe",UNBSI - IBIAPINA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",63,0,"0,7","0,7",5,11/02/2019,11/02/2019,0,
N?  2150628-A/2150628/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira do laboratório,Açude Jaburu,TIANGUA,43465,ETA Jaburu,UNBSI - TIANGUÁ,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",63,0,"0,4","0,4",5,07/01/2019,07/01/2019,0,
N?  2150632-A/2150632/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira do laboratório,Açude Jaburu,TIANGUA,43465,ETA Jaburu,UNBSI - TIANGUÁ,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",64,0,"0,6","0,6",5,09/01/2019,09/01/2019,0,
N?  2161409-A/2161409/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,43555,"Estrada para São Benedito, S/N Bairro: São João",UNBSI - IBIAPINA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",64,0,"0,6","0,6",5,11/02/2019,11/02/2019,0,
N?  2151341-A/2151341/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,43557,"Estrada para Paratibe, S/N, Bairro: Paratibe",UNBSI - IBIAPINA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",64,0,"0,4","0,4",5,14/01/2019,14/01/2019,0,
N?  2150635-A/2150635/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira do laboratório,Açude Jaburu,TIANGUA,43465,ETA Jaburu,UNBSI - TIANGUÁ,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",65,0,"0,4","0,4",5,14/01/2019,14/01/2019,0,
N?  2163593-A/2163593/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,51922,AV ST JOAO GOMES vs RUA PEDRO ARAGAO,UNBSI - IBIAPINA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",65,0,"0,95","0,95",5,13/02/2019,13/02/2019,0,
N?  2151342-A/2151342/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,51941,R. MOSENHOR MELO,UNBSI - IBIAPINA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",65,0,"0,45","0,45",5,14/01/2019,14/01/2019,0,
N?  2150642-A/2150642/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira do laboratório,Açude Jaburu,TIANGUA,43465,ETA Jaburu,UNBSI - TIANGUÁ,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",66,0,"0,4","0,4",5,16/01/2019,16/01/2019,0,
N?  2152373-A/2152373/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,51945,R. PEDRO ARAGAO S/N,UNBSI - IBIAPINA,UN BSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",66,0,"0,6","0,6",5,16/01/2019,16/01/2019,0,
N?  2163594-A/2163594/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,70821,"R. SDO 11, 1398",UNBSI - IBIAPINA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",66,0,"0,6","0,6",5,13/02/2019,13/02/2019,0,
N?  2152966-A/2152966/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira do laboratório,Açude Jaburu,TIANGUA,43465,ETA Jaburu,UNBSI - TIANGUÁ,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",67,0,"0,3","0,3",5,21/01/2019,21/01/2019,0,
N?  2163696-A/2163696/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,43559,"R. Deputado Fernando Melo, Bairro: centro",UNBSI - IBIAPINA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",67,0,"0,7","0,7",5,18/02/2019,18/02/2019,0,
N?  2152374-A/2152374/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,43558,"R. Juvêncio M. da Rocha, Nº 15, Bairro: Raimundo Linhares",UNBSI - IBIAPINA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",67,0,"0,4","0,4",5,16/01/2019,16/01/2019,0,
N?  2152967-A/2152967/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira do laboratório,Açude Jaburu,TIANGUA,43465,ETA Jaburu,UNBSI - TIANGUÁ,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",68,0,"0,4","0,4",5,23/01/2019,23/01/2019,0,
N?  2152376-A/2152376/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,43556,"R. Avelino Malhado Portela, S/ N, Bairro: São João",UNBSI - IBIAPINA,UN BSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",68,0,"0,6","0,6",5,21/01/2019,21/01/2019,0,
N?  2163697-A/2163697/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,51982,R. MAE CESARIO vs R. CAP PEDRO,UNBSI - IBIAPINA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",68,0,"0,5","0,5",5,18/02/2019,18/02/2019,0,
N?  2164335-A/2164335/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,43560,"Rua Vesceslau Soares, S/N",UNBSI - IBIAPINA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",69,0,"0,4","0,4",5,20/02/2019,20/02/2019,0,
N?  2155914-A/2155914/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira do laboratório,Açude Jaburu,TIANGUA,43465,ETA Jaburu,UNBSI - TIANGUÁ,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",69,0,"0,3","0,3",5,28/01/2019,28/01/2019,0,
N?  2152377-A/2152377/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,51923,AV ST JOAO GOMES,UNBSI - IBIAPINA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",69,0,"0,5","0,5",5,21/01/2019,21/01/2019,0,
N?  2164336-A/2164336/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,51961,"R. FRANCISCO CUSTODIO, 040",UNBSI - IBIAPINA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",70,0,"0,6","0,6",5,20/02/2019,20/02/2019,0,
N?  2152378-A/2152378/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,43561,"R. Alvaro Soares, S/N",UNBSI - IBIAPINA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",70,0,"0,4","0,4",5,21/01/2019,21/01/2019,0,
N?  2155915-A/2155915/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira do laboratório,Açude Jaburu,TIANGUA,43465,ETA Jaburu,UNBSI - TIANGUÁ,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",70,0,"0,4","0,4",5,30/01/2019,30/01/2019,0,
N?  2164337-A/2164337/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,43562,"R. Dona Felismina, S/N",UNBSI - IBIAPINA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",71,0,"0,5","0,5",5,20/02/2019,20/02/2019,0,
N?  2152677-A/2152677/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,51982,R. MAE CESARIO vs R. CAP PEDRO,UNBSI - IBIAPINA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",71,0,"0,9","0,9",5,23/01/2019,23/01/2019,0,
N?  2164890-A/2164890/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,52001,AV PDERO FERREIRA DE ASSIS,UNBSI - IBIAPINA,UN BSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",72,0,"0,4","0,4",5,25/02/2019,25/02/2019,0,
N?  2152678-A/2152678/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,52021,R. ET PARA PARATIBE,UNBSI - IBIAPINA,,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",72,0,"1,6","1,6",5,23/01/2019,23/01/2019,0,
N?  2164891-A/2164891/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,51981,R. JUVENCIO M DA ROCHA,UNBSI - IBIAPINA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",73,0,"1,2","1,2",5,25/02/2019,25/02/2019,0,
N?  2155155-A/2155155/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,43565,"Estrada para Paratibe, S/N",UNBSI - IBIAPINA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",73,0,"0,3","0,3",5,28/01/2019,28/01/2019,0,
N?  2164892-A/2164892/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,51962,R. DONA FELISMINA,UNBSI - IBIAPINA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",74,0,"0,5","0,5",5,25/02/2019,25/02/2019,0,
N?  2155157-A/2155157/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,51966,R. ET PARA SAO BENEDITO,UNBSI - IBIAPINA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",74,0,"0,3","0,3",5,28/01/2019,28/01/2019,0,
N?  2155158-A/2155158/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,43560,"Rua Vesceslau Soares, S/N",UNBSI - IBIAPINA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",75,0,"0,35","0,35",5,30/01/2019,30/01/2019,0,
N?  2164893-A/2164893/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,73669,"R.  SDO 5, S/N",UNBSI - IBIAPINA,UN BSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",75,0,"0,5","0,5",5,27/02/2019,27/02/2019,0,
N?  2155160-A/2155160/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,51961,"R. FRANCISCO CUSTODIO, 040",UNBSI - IBIAPINA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",76,0,"0,4","0,4",5,30/01/2019,30/01/2019,0,
N?  2164894-A/2164894/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,51943,"R. MOSENHOR MELO, 527",UNBSI - IBIAPINA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",76,0,"0,7","0,7",5,27/02/2019,27/02/2019,0,
N?  2151226-A/2151226/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,73673,"R. SDO 5, 1070  (Janeiro)",UNBSI - IBIAPINA - JANEIRO,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",77,0,"1,2","1,2",5,09/01/2019,09/01/2019,0,
N?  2161410-A/2161410/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,73679,"R.  SDO 5, N 1094 (Janeiro)",UNBSI - IBIAPINA - JANEIRO,UN BSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",77,0,"0,6","0,6",5,11/02/2019,11/02/2019,0,
N?  2151218-A/2151218/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,264502,"RU.SDO 02, Q 07",UNBSI - IBIAPINA - PITUBA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",78,0,"0,8","0,8",5,03/01/2019,03/01/2019,0,
N?  2161405-A/2161405/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,73714,"R. SDO 3, 892 (PITUBA)",UNBSI - IBIAPINA - PITUBA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",78,0,"0,7","0,7",5,04/02/2019,04/02/2019,0,
N?  2163698-A/2163698/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,73721,"R. SDO 7, N 51 (PITUBA)",UNBSI - IBIAPINA - PITUBA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",79,0,"0,4","0,4",5,18/02/2019,18/02/2019,0,
N?  2152375-A/2152375/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,73716,"R. SDO 2, S/N (PITUBA)",UNBSI - IBIAPINA - PITUBA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",79,0,"0,4","0,4",5,16/01/2019,16/01/2019,0,
N?  2151340-A/2151340/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,264526,"Q 03, SDO 02 (Próximo a caixa d àgua)",UNBSI - IBIAPINA - BETÂNIA,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",80,0,"0,8","0,8",5,09/01/2019,09/01/2019,0,
N?  2161411-A/2161411/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,IBIAPINA,73726,"R. SDO 9, 165  (BETÂNIA)",UNBSI - IBIAPINA - BETÂNIA,UN BSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",80,0,"0,5","0,5",5,11/02/2019,11/02/2019,0,
N?  2159671-A/2159671/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,SAO BENEDITO,51091,RUA MIN. ANTONIO COELHO,UNBSI - SAO BENEDITO,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",81,0,"0,4","0,4",5,04/02/2019,04/02/2019,0,
N?  2151451-A/2151451/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,SAO BENEDITO,51144,Av. Tabajara,UNBSI - SAO BENEDITO,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",81,0,"0,7","0,7",5,03/01/2019,03/01/2019,0,
N?  2151452-A/2151452/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,SAO BENEDITO,51089,"Rua Aristides Barreto
ESCOLA FARIAS BRITO",UNBSI - SAO BENEDITO,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",82,0,"0,9","0,9",5,03/01/2019,03/01/2019,0,
N?  2159672-A/2159672/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,SAO BENEDITO,51105,R. OSCAR BESSAS,UNBSI - SAO BENEDITO,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",82,0,"0,6","0,6",5,04/02/2019,04/02/2019,0,
N?  2151453-A/2151453/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,SAO BENEDITO,51122,R. DEPUTADO VICENTE RIBEIRO,UNBSI - SAO BENEDITO,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",83,0,"0,7","0,7",5,03/01/2019,03/01/2019,0,
N?  2159678-A/2159678/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,SAO BENEDITO,51154,RUA MIN. ANTONIO COELHO,UNBSI - SAO BENEDITO,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",83,0,"0,6","0,6",5,04/02/2019,04/02/2019,0,
N?  2159683-A/2159683/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,SAO BENEDITO,51151,RUA JOAQUIM VICTOR,UNBSI - SAO BENEDITO,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",84,0,"0,4","0,4",5,04/02/2019,04/02/2019,0,
N?  2151454-A/2151454/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,SAO BENEDITO,51106,R. PADRE ANCHIETA,UNBSI - SAO BENEDITO,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",84,0,"0,7","0,7",5,03/01/2019,03/01/2019,0,
N?  2151457-A/2151457/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,SAO BENEDITO,51127,R. ARISTIDES BARRETO,UNBSI - SAO BENEDITO,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",85,0,"0,7","0,7",5,07/01/2019,07/01/2019,0,
N?  2159686-A/2159686/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,SAO BENEDITO,50623,RUA DUDU PAIVA,UNBSI - SAO BENEDITO,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",85,0,"0,5","0,5",5,04/02/2019,04/02/2019,0,
N?  2159687-A/2159687/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,SAO BENEDITO,51114,TV. SALMITO FERREIRA ALMEIDA,UNBSI - SAO BENEDITO,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",86,0,"0,5","0,5",5,06/02/2019,06/02/2019,0,
N?  2151460-A/2151460/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,SAO BENEDITO,51138,Rua Apaminondas de Freire,UNBSI - SAO BENEDITO,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",86,0,"0,55","0,55",5,07/01/2019,07/01/2019,0,
N?  2159689-A/2159689/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,SAO BENEDITO,65981,RUA CAPITÃO CARAPEBA,UNBSI - SAO BENEDITO,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",87,0,"0,4","0,4",5,06/02/2019,06/02/2019,0,
N?  2151461-A/2151461/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,SAO BENEDITO,51082,Rua Salmito F. Almeida,UNBSI - SAO BENEDITO,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",87,0,"0,6","0,6",5,07/01/2019,07/01/2019,0,
N?  2151463-A/2151463/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,SAO BENEDITO,51084,ET. p. Sítio Pimenteira,UNBSI - SAO BENEDITO,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",88,0,"0,5","0,5",5,07/01/2019,07/01/2019,0,
N?  2159691-A/2159691/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,SAO BENEDITO,51152,RUA SALMITO F. ALMEIDA,UNBSI - SAO BENEDITO,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",88,0,"0,5","0,5",5,06/02/2019,06/02/2019,0,
N?  2151465-A/2151465/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,SAO BENEDITO,51117,R. SDO 31,UNBSI - SAO BENEDITO,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",89,0,"0,6","0,6",5,09/01/2019,09/01/2019,0,
N?  2159696-A/2159696/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,SAO BENEDITO,51150,QD 038 LOT 663,UNBSI - SAO BENEDITO,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",89,0,1,1,5,06/02/2019,06/02/2019,0,
N?  2151466-A/2151466/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,SAO BENEDITO,51156,Rua Antônio Avelino,UNBSI - SAO BENEDITO,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",90,0,"1,3","1,3",5,09/01/2019,09/01/2019,0,
N?  2159700-A/2159700/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,SAO BENEDITO,51128,R. VALFRIDO SALMITO,UNBSI - SAO BENEDITO,UNBSI,Turbidez,"1030 B-2 e 2130 B, SMEWW 23rd Ed., 2017",90,0,"0,6","0,6",5,11/02/2019,11/02/2019,0,
